HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa
0,0,2,12,0,0,0,0
0,0,2,32,0,0,177,338
0,0,2,11,0,0,0,0
0,1,2,47,0,0,0,0
0,1,2,48,0,0,0,0
2,1,0,38,0,0,177,0
2,1,2,19,0,0,0,0
2,0,2,22,0,379,453,22
2,0,2,21,0,1282,6061,5
0,0,0,37,0,0,0,610
0,0,0,28,0,1402,0,0
0,0,2,15,0,18,0,218
0,0,2,57,0,643,0,17
0,1,2,22,0,0,0,0
0,0,0,22,0,515,0,93
0,1,1,29,0,0,0,0
0,0,2,0,0,0,0,0
2,1,2,44,0,0,0,0
0,0,2,22,0,623,0,120
2,1,2,25,0,0,0,0
0,0,2,64,0,0,0,351
0,0,2,21,0,33,297,0
0,0,2,35,0,246,338,0
0,1,1,15,0,0,0,0
0,0,2,48,0,0,0,1384
1,1,2,22,0,0,0,0
1,1,2,42,0,0,0,0
1,1,0,13,0,0,0,0
2,1,2,35,0,0,0,0
2,0,2,27,0,1182,42,0
0,1,0,21,0,0,0,0
2,0,2,22,0,603,200,0
1,0,2,33,0,0,689,355
1,0,0,25,0,582,0,14
1,1,2,37,0,0,0,0
1,1,0,36,0,0,0,0
1,0,0,47,0,0,0,303
1,1,2,34,0,0,0,0
1,1,0,29,0,0,0,0
1,0,0,39,0,0,0,167
0,0,0,27,0,1156,0,0
0,0,0,35,0,557,0,393
0,0,2,0,0,0,0,0
1,1,0,33,0,0,0,0
2,0,2,24,0,1286,1,0
2,0,2,19,0,908,845,0
2,0,2,33,0,128,574,0
0,0,2,19,0,0,262,29
2,1,2,16,0,0,0,0
0,0,2,47,0,0,376,3
2,1,2,40,0,0,0,0
2,1,2,19,0,0,0,0
2,0,2,27,0,39,378,240
1,0,2,31,0,0,0,3748
0,0,2,24,0,0,1126,0
1,0,0,31,0,19,0,303
1,1,1,41,0,0,0,0
1,1,2,16,0,0,0,0
1,0,2,27,0,0,0,22
2,0,2,11,0,0,0,0
2,0,0,28,0,3529,65,3
2,0,2,51,0,311,338,741
2,0,2,1,0,0,0,303
0,0,2,56,0,0,4661,1641
2,0,2,28,0,261,2338,0
2,1,2,57,0,0,0,0
2,1,2,13,0,0,0,0
0,1,1,32,0,0,0,303
0,0,1,28,0,0,0,10
0,0,2,12,0,0,0,0
2,0,1,35,0,809,830,0
2,0,2,33,1,1651,14,245
0,1,1,14,0,0,0,0
0,0,2,26,0,407,53,0
0,0,0,25,0,599,1,0
0,0,2,27,0,0,0,145
0,0,2,23,0,2,689,827
2,0,2,45,0,1285,7,1
0,0,0,50,0,21,0,185
0,0,2,24,0,0,666,221
1,0,2,54,0,0,129,303
1,1,0,19,0,0,0,0
0,0,2,19,0,0,317,632
1,1,0,28,0,0,0,0
1,0,0,28,0,1,140,4160
2,0,0,39,0,27,81,974
0,0,2,20,0,9,1,638
0,0,2,30,0,1624,0,600
0,1,2,35,0,0,0,0
1,0,0,36,0,0,0,1311
0,0,2,33,0,1844,131,439
2,0,2,30,0,143,906,0
0,0,2,25,0,102,257,1260
2,1,2,45,0,0,0,0
0,0,2,23,0,0,7,0
0,1,0,51,0,0,0,0
2,1,2,31,0,0,0,0
2,1,0,55,0,0,0,0
0,0,1,24,0,85,11,53
2,1,2,57,0,0,0,0
2,1,2,24,0,0,0,0
0,0,2,44,0,40,0,214
0,0,2,0,0,0,0,0
0,0,2,15,0,262,0,391
1,1,2,49,0,0,0,0
2,1,2,24,0,0,0,0
2,0,2,47,0,878,1,389
2,0,2,26,0,0,0,0
2,0,2,28,0,664,40,11
0,1,2,4,0,0,0,0
1,0,2,30,0,0,4,465
0,1,2,23,0,0,0,0
0,0,2,23,0,0,634,0
0,1,2,4,0,0,0,0
0,1,2,3,0,0,0,0
1,0,0,42,1,0,0,327
0,0,2,22,0,286,0,0
0,0,2,21,0,208,0,0
0,0,0,28,0,637,1,0
2,0,2,35,0,904,112,994
2,1,2,20,0,0,0,0
0,1,1,22,0,0,0,0
0,0,2,30,0,0,724,0
0,0,2,0,0,0,0,0
1,1,2,22,0,0,0,0
1,0,2,15,0,0,0,1757
2,0,2,4,0,0,0,0
2,1,2,19,0,0,0,0
2,1,2,29,0,0,0,0
0,1,2,17,0,0,0,0
0,0,0,21,0,0,0,0
0,1,1,20,0,0,0,0
0,0,2,24,0,130,0,283
0,1,1,6,0,0,0,0
0,0,1,9,0,0,0,0
0,0,2,21,0,308,1,0
0,1,2,46,0,0,0,0
0,0,2,20,0,0,715,7
2,0,0,27,0,1226,92,18
2,1,2,23,0,0,0,0
1,1,2,28,0,0,0,0
1,0,0,53,0,0,0,7
1,0,2,41,0,1,0,67
1,0,0,32,0,0,462,4257
1,0,2,27,0,0,0,110
0,0,2,31,0,767,8,3
0,0,2,20,0,219,0,449
0,0,2,19,0,0,82,590
2,1,2,55,0,0,0,0
0,0,2,35,0,219,43,1
2,1,2,70,0,0,0,0
0,0,0,22,0,240,0,0
0,0,2,46,0,258,0,0
0,0,2,16,0,32,0,0
0,0,2,14,0,425,295,0
0,0,2,13,0,51,0,303
0,1,0,44,0,0,0,0
0,0,2,15,0,0,10,0
0,0,2,32,0,0,692,0
1,0,0,26,0,399,0,39
1,0,2,42,0,0,0,63
0,1,2,44,0,0,0,0
0,1,2,15,0,0,0,0
0,0,2,35,0,344,0,1
0,1,2,35,0,0,0,0
0,0,1,24,0,0,177,303
0,1,1,19,0,0,0,0
1,0,2,37,0,210,0,17
1,1,0,31,0,0,0,0
0,1,2,39,0,0,0,0
0,0,2,35,0,0,451,3
0,0,2,26,0,0,0,0
2,0,2,26,0,1775,28,0
2,1,0,0,0,0,0,0
2,1,2,8,0,0,0,0
0,0,2,44,0,0,177,0
0,0,2,20,0,152,0,0
0,0,2,56,0,0,0,147
0,0,2,31,0,0,29,84
0,0,0,16,0,0,0,19
0,1,1,29,0,0,0,0
0,0,2,22,0,11,79,0
0,0,2,39,0,0,0,593
1,1,0,25,0,0,0,0
1,0,2,43,0,0,0,0
1,1,0,37,0,0,0,0
0,0,1,24,0,286,208,207
0,0,0,53,0,13,0,137
0,0,0,19,0,0,573,124
2,0,2,24,0,693,727,0
2,0,2,31,0,1423,686,0
0,0,2,27,0,0,0,951
0,0,1,57,0,0,0,0
1,0,2,26,0,132,0,2060
0,0,2,15,0,167,532,0
2,1,2,19,0,0,0,0
0,0,1,27,0,142,99,232
2,1,2,23,0,0,0,0
0,1,2,6,0,0,0,0
0,0,2,15,0,0,494,0
0,1,0,2,0,0,0,0
0,0,2,21,0,12,0,0
0,0,2,0,0,0,0,0
0,1,0,18,0,0,0,0
0,0,2,46,0,0,969,1
0,1,0,43,0,0,0,0
1,1,2,45,1,0,0,0
1,0,0,40,0,224,177,663
1,0,2,44,0,0,0,980
0,0,0,27,0,0,0,0
0,0,2,55,0,48,127,929
0,0,2,24,0,0,0,0
0,0,2,27,0,76,1,27
1,0,0,33,0,0,0,106
1,1,0,35,0,0,0,0
1,1,2,33,0,0,0,0
0,0,2,34,0,0,0,529
1,0,0,37,0,567,0,1273
0,1,2,46,0,0,0,0
0,0,2,45,0,1259,0,0
0,0,2,14,0,0,116,897
0,0,1,28,0,0,36,0
0,0,2,56,0,0,0,406
0,1,1,24,0,0,0,0
0,1,1,19,0,0,0,0
2,1,2,51,0,0,0,0
1,0,0,24,0,204,874,0
0,0,2,23,0,839,0,38
0,1,2,21,0,0,0,0
0,1,2,6,0,0,0,0
0,0,2,11,0,0,0,0
0,0,2,4,0,0,0,0
0,0,2,0,0,0,0,0
0,1,2,7,0,0,0,0
0,0,2,24,0,51,199,536
0,0,2,32,0,12,0,1123
0,0,2,43,0,340,22,0
0,1,2,24,0,0,0,0
0,0,2,49,0,9,207,688
0,0,1,21,0,17,0,595
1,1,0,29,0,0,0,0
0,0,2,25,0,877,0,37
0,1,1,27,0,0,0,0
0,1,1,14,0,0,0,0
0,0,2,67,0,0,3,788
1,1,0,17,0,0,0,0
1,0,2,44,0,0,0,0
0,0,0,52,0,0,0,378
1,1,0,14,0,219,0,0
0,0,2,17,0,817,0,0
2,0,2,19,0,99,1522,276
2,0,2,36,0,853,8,14
2,1,0,19,0,0,0,0
2,0,2,25,0,1872,438,4
2,0,2,39,0,995,169,27
2,0,0,32,0,103,856,0
2,0,2,75,0,940,0,1188
1,1,2,37,0,0,0,303
1,1,0,25,0,0,0,0
1,0,2,33,0,651,0,0
1,0,0,25,0,0,0,0
0,0,2,24,0,1105,13,0
0,0,2,22,0,1448,0,0
0,0,2,22,0,219,0,0
0,1,2,36,0,0,0,0
0,1,2,4,0,0,0,0
0,0,2,61,0,17,177,0
0,0,2,0,0,0,0,0
0,0,2,15,0,1,859,0
2,0,2,42,0,884,0,8
2,0,2,27,0,343,706,0
2,1,2,5,0,0,0,0
1,0,2,32,0,0,45,1552
1,1,0,38,0,0,0,303
0,1,1,21,0,0,0,0
0,0,1,23,0,169,0,371
0,0,2,34,0,874,0,30
2,1,2,28,0,0,177,0
0,0,2,23,0,101,770,917
0,1,2,14,0,0,0,0
0,0,2,60,0,858,4,2
0,1,1,78,0,0,0,0
0,1,0,6,0,0,0,0
0,0,0,17,0,0,395,161
0,0,0,41,0,574,0,2
0,0,1,40,0,2,0,14
1,0,0,47,0,0,0,0
0,0,2,23,0,62,0,0
0,0,2,41,0,98,0,3
0,0,2,60,0,0,2,24
0,0,2,46,0,611,296,0
1,0,0,19,0,0,0,38
1,1,0,18,0,0,0,0
0,1,2,0,0,0,177,0
0,0,1,28,0,0,1059,8
0,0,2,30,0,0,848,246
0,0,0,9,0,0,0,0
0,1,2,0,0,0,0,0
0,1,2,4,0,0,0,0
0,0,1,22,0,470,67,16
0,1,2,32,0,0,0,0
0,0,2,7,0,0,0,0
0,0,2,19,0,785,0,0
0,1,2,34,0,0,0,0
0,0,2,24,0,17,0,0
0,0,2,17,0,12,0,260
0,0,2,31,0,25,740,0
0,0,2,42,0,549,2,252
1,1,0,14,0,0,0,0
1,1,0,27,0,0,0,0
0,0,2,21,0,0,19,52
0,1,0,24,0,0,0,0
2,0,2,34,0,2138,31,303
2,0,0,35,0,667,387,0
1,1,0,43,0,0,0,0
2,1,2,25,0,0,0,0
2,0,2,19,0,278,311,560
0,0,2,25,0,0,3,867
0,1,0,22,0,0,0,0
0,0,2,23,0,460,40,40
1,0,0,42,0,3,0,1585
1,0,0,40,0,33,0,3588
2,1,2,71,0,0,177,0
2,0,2,18,0,572,21,441
2,0,2,34,1,617,478,0
2,0,2,4,0,0,0,0
2,1,2,18,0,0,0,0
2,0,2,22,0,1938,165,0
0,0,2,38,0,41,19,57
1,0,0,33,0,1,0,0
1,0,1,27,1,0,1610,709
1,1,2,18,0,0,0,0
1,0,0,34,0,65,0,5831
0,0,0,66,0,595,0,33
1,1,2,47,0,0,177,0
0,0,2,35,0,127,59,86
0,1,2,23,0,0,0,0
0,0,2,36,0,59,850,0
0,0,2,36,0,3,0,33
2,1,2,35,0,0,0,0
0,0,2,15,0,756,43,30
1,0,2,39,1,381,1104,121
0,0,0,48,0,283,3,0
2,1,2,47,0,0,0,0
1,1,0,21,0,219,0,0
1,1,2,31,0,0,0,0
0,0,2,13,0,0,22,41
0,0,2,32,0,0,0,0
0,0,1,22,0,0,3,0
2,1,0,40,0,0,0,0
0,1,2,15,0,0,0,0
0,0,2,33,0,878,0,0
2,1,2,28,0,0,0,0
2,1,2,17,0,0,0,0
0,0,2,20,0,0,0,4
0,0,2,42,0,0,112,0
0,1,2,18,0,0,0,0
2,0,0,27,0,824,5649,133
2,1,2,32,0,0,0,0
0,1,2,19,0,0,0,0
0,1,2,9,0,0,0,0
2,0,2,36,0,904,123,199
0,1,2,21,0,0,0,0
1,1,2,40,0,0,0,0
0,1,2,42,0,219,0,0
2,1,2,40,0,0,0,0
2,1,2,22,0,0,0,0
2,0,2,15,0,81,2267,0
0,1,2,38,0,0,0,0
0,0,0,15,0,0,699,45
0,1,1,24,0,0,0,0
0,1,2,22,0,0,0,0
0,0,2,24,0,2469,0,0
0,0,2,25,0,5,267,0
0,0,2,22,0,644,0,83
0,0,2,57,0,4,702,37
2,0,2,25,0,938,206,0
0,0,2,21,0,0,1352,0
0,1,0,41,0,0,0,0
1,0,0,27,0,11567,0,5957
0,0,2,18,0,419,0,311
0,0,2,61,0,1,328,241
0,1,2,9,0,0,0,0
0,0,2,1,0,0,0,0
0,0,2,27,0,0,7,0
0,0,2,20,0,0,0,631
0,1,1,2,0,0,0,0
0,0,2,0,0,0,0,0
2,1,2,25,0,0,0,0
0,0,2,22,0,2,0,630
2,0,2,32,1,733,1819,34
2,0,2,28,0,1,195,62
1,1,2,43,0,0,0,0
1,0,0,28,0,0,2760,4171
1,1,0,32,0,0,0,0
1,0,2,54,0,0,177,400
1,0,2,27,0,0,0,6
1,1,2,30,0,0,0,0
1,1,0,25,0,0,0,0
2,0,2,39,0,1236,849,303
0,0,2,14,0,100,133,116
0,0,2,8,0,0,0,0
0,0,2,22,0,0,688,42
1,0,2,27,0,0,1,8580
0,1,1,43,0,0,0,0
0,0,2,16,0,2730,0,0
0,0,2,40,0,4,0,1759
1,1,2,48,0,0,0,0
1,0,2,25,0,0,3,345
1,0,2,29,0,0,0,6
0,0,1,60,0,0,0,985
0,1,2,22,0,0,0,0
1,1,0,37,0,0,177,0
1,1,0,35,0,0,0,303
2,0,2,23,0,855,3765,0
2,0,2,24,0,671,344,0
2,0,2,15,0,1416,1184,3
1,0,2,18,0,0,0,1685
1,1,0,14,0,0,0,0
2,0,2,39,0,2194,21,0
2,1,2,12,0,0,0,0
2,0,2,43,0,1259,0,963
2,0,2,45,0,16,1103,303
0,1,2,24,0,0,0,0
0,0,2,52,0,0,0,303
0,0,2,18,0,798,0,8
0,1,1,38,0,0,0,0
0,0,0,28,0,0,3,14
0,1,2,28,0,0,0,0
0,0,2,19,0,0,0,802
0,0,1,45,0,3,60,515
0,0,2,27,0,0,1388,0
0,1,0,15,0,0,0,0
0,0,2,22,0,0,39,457
0,0,2,23,0,0,0,0
1,0,2,32,0,0,0,1700
0,0,2,15,0,0,861,0
1,1,2,30,1,0,0,0
0,0,2,60,0,454,91,1
0,0,2,50,0,0,6,1940
0,0,2,45,0,545,38,3
2,0,2,24,0,915,67,0
2,0,2,22,0,842,431,52
2,0,2,20,0,1,2638,0
2,1,0,19,0,0,0,0
2,0,2,40,0,203,112,0
2,1,2,14,0,0,0,0
2,1,2,18,0,0,0,0
2,1,0,20,0,0,0,0
1,1,2,35,0,0,0,0
0,1,2,24,0,0,0,0
1,1,0,30,0,0,0,0
1,0,2,44,0,0,0,1
0,0,2,42,0,0,85,0
0,1,2,3,0,0,0,0
0,0,2,19,0,6,0,0
1,1,2,69,0,0,0,0
0,1,0,50,0,0,0,0
0,0,1,15,0,144,0,6
0,1,2,18,0,0,0,0
0,1,1,25,0,0,0,0
0,1,1,15,0,0,0,0
1,0,0,62,0,0,0,47
0,0,2,19,0,0,0,1118
0,1,2,29,0,0,0,0
0,0,0,28,0,16,0,303
1,1,0,25,0,0,0,0
1,1,2,22,0,0,0,0
1,1,2,35,0,0,0,0
1,1,2,61,0,0,0,0
1,1,0,26,0,0,0,0
0,0,2,19,0,0,0,0
2,0,2,2,0,0,0,0
2,1,2,0,0,0,0,0
2,0,2,26,0,1208,1,0
2,1,2,6,0,0,0,0
0,0,0,23,0,5,0,49
0,1,0,50,0,0,0,0
2,0,2,18,0,2366,238,0
0,1,2,7,0,0,0,0
0,1,2,3,0,0,0,0
0,0,2,3,0,0,0,0
0,0,2,37,0,0,1631,0
0,0,2,25,0,219,12,978
0,0,2,22,0,0,0,0
2,0,2,20,0,91,10,1187
2,0,2,32,0,2436,18,9
0,0,2,34,0,0,573,214
1,1,0,47,0,0,0,0
0,0,2,23,0,11,0,0
1,0,2,22,0,0,0,0
1,1,2,35,0,0,0,0
0,0,1,18,0,33,38,0
1,0,2,36,0,86,2271,2184
1,1,2,32,0,0,0,0
0,1,2,29,0,0,0,0
1,1,2,19,0,0,0,0
2,1,2,45,0,0,0,0
2,1,2,28,0,0,0,0
0,0,2,14,0,890,75,0
1,0,0,22,0,0,0,0
0,0,2,31,0,0,0,234
2,0,2,25,0,1,1202,33
0,0,2,15,0,19,173,0
2,0,2,28,0,2521,303,8
0,1,2,34,0,0,0,0
0,0,2,28,0,743,10,0
1,1,2,45,0,0,0,0
0,0,2,44,0,0,0,665
0,0,2,22,0,0,177,237
0,0,2,48,0,0,889,0
0,0,2,25,0,1722,0,0
0,0,2,24,0,646,0,3
0,0,2,20,0,0,0,65
0,0,2,46,0,0,327,0
0,1,2,40,0,0,0,0
0,0,1,26,0,368,177,406
0,0,0,56,0,0,0,882
0,0,2,37,0,262,0,39
0,1,2,35,0,0,0,0
0,0,2,15,0,152,124,1
0,0,2,21,0,0,0,303
0,0,2,24,0,0,70,707
0,0,0,30,0,0,15,0
1,1,0,34,0,0,0,0
1,1,0,16,0,0,0,0
1,1,0,55,0,0,0,0
1,0,0,27,0,0,77,2427
0,0,2,44,0,48,10,443
0,0,2,17,0,75,816,0
0,0,1,17,0,546,0,0
2,0,2,36,0,3,345,1
0,0,2,18,0,0,111,451
0,1,1,14,0,0,0,0
0,0,2,21,0,0,0,0
0,0,0,26,0,783,77,6
0,0,2,28,0,1,0,240
2,0,2,21,0,1214,88,1296
1,1,0,25,0,0,0,0
1,0,2,27,0,0,549,2928
1,0,0,25,0,0,2,0
1,1,2,43,0,0,0,0
2,0,2,35,0,1228,1923,19
0,0,1,21,0,0,0,95
0,0,2,23,0,1,0,445
1,1,0,17,0,0,177,303
0,0,2,21,0,0,36,2051
1,1,2,21,0,0,0,0
1,0,2,39,0,0,18,443
1,1,0,22,0,0,0,0
1,1,0,40,0,0,0,0
0,1,2,25,0,0,0,0
0,0,2,6,0,0,0,0
0,1,2,1,0,0,0,0
0,1,2,1,0,0,0,0
0,0,2,20,0,768,0,0
0,0,2,17,0,0,188,0
0,1,2,22,0,0,0,0
2,1,0,18,0,0,0,0
2,0,2,49,0,0,0,0
1,1,0,27,0,0,0,0
1,1,2,40,0,0,0,0
0,0,2,22,0,1,55,183
2,0,2,55,0,174,958,84
0,0,2,45,0,0,0,895
0,0,2,33,0,1726,2,0
0,0,2,42,0,56,0,1771
1,0,2,27,0,0,0,3829
0,1,2,16,0,0,0,0
2,0,2,23,0,219,178,0
0,0,2,31,0,885,0,0
1,1,2,62,0,0,0,0
0,0,1,43,0,472,160,0
2,1,0,57,0,0,0,0
0,0,1,23,0,0,1342,7
0,0,0,20,0,107,982,20
1,1,0,21,0,0,0,0
1,1,0,27,0,0,0,0
1,0,0,31,0,0,0,15733
1,0,2,31,1,0,103,15255
1,1,2,24,0,0,0,0
1,0,2,27,0,0,0,5534
0,0,2,28,0,0,307,9
2,1,2,44,0,0,0,0
0,1,2,19,0,0,0,0
2,1,2,14,0,0,0,0
0,0,2,65,0,19,168,62
2,0,2,73,0,1858,382,8
1,1,2,28,0,0,0,0
1,0,2,25,0,0,0,75
1,1,2,28,0,0,0,0
0,0,2,34,0,2,8,0
0,1,2,63,0,0,0,303
0,1,2,53,0,0,0,0
0,0,2,18,0,2,0,0
0,1,1,40,0,0,0,0
2,0,2,28,0,783,274,0
2,0,2,45,0,951,0,0
2,0,2,32,0,3337,1,0
0,0,0,19,0,24,1,1742
1,1,0,65,0,0,0,0
0,0,2,20,0,0,977,0
0,0,0,18,0,298,0,342
0,1,1,18,0,0,0,0
0,0,2,58,0,0,0,0
2,1,2,25,0,0,0,0
0,0,2,13,0,0,316,401
0,0,1,28,0,208,0,0
0,0,2,22,0,0,2,0
0,0,2,22,0,0,0,381
0,0,2,10,0,0,177,0
1,1,0,14,0,0,0,0
0,0,2,44,0,126,4,655
0,1,0,10,0,0,0,0
0,1,2,37,0,0,0,0
1,1,0,37,0,0,0,0
1,0,0,44,0,0,4,1
0,0,1,42,0,854,177,11
2,0,2,18,0,966,271,106
2,0,2,34,0,1768,177,0
0,0,2,15,0,193,0,592
0,0,2,36,0,0,1001,0
0,1,2,27,0,0,0,0
0,1,2,33,0,0,0,0
0,0,2,27,0,0,0,9
2,1,2,22,0,0,0,0
0,0,2,19,0,273,0,68
2,1,2,18,0,0,0,0
1,0,0,31,0,45,0,1656
2,0,2,41,0,25,84,0
2,1,2,48,0,0,0,0
0,0,2,23,0,0,0,303
2,0,2,29,0,168,45,2405
1,0,2,38,0,320,0,250
0,0,1,21,0,0,673,24
0,0,1,20,0,2,1008,1090
1,0,2,27,0,0,0,297
2,1,2,33,0,0,0,0
0,0,2,24,0,684,0,0
2,1,2,23,0,0,0,0
2,0,0,22,0,2545,460,7
0,1,0,13,0,0,0,0
0,0,0,24,0,0,156,14
0,0,2,32,0,26,129,0
2,0,2,17,0,33,199,0
1,1,2,28,0,0,0,0
1,1,2,46,0,0,0,0
1,1,0,18,0,0,0,0
0,0,2,24,0,26,676,121
0,0,2,20,0,0,243,21
0,0,2,17,0,0,0,0
0,0,2,44,0,0,0,0
0,0,1,34,0,1,0,51
0,0,1,19,0,149,37,173
0,0,2,28,0,0,1,0
2,1,2,28,0,0,0,0
1,0,0,57,0,0,0,5156
2,1,2,34,0,0,0,303
2,0,2,18,0,1454,117,0
1,0,2,28,1,59,0,23
1,0,0,6,0,0,0,0
1,1,0,53,0,0,0,0
1,0,2,6,0,0,0,0
2,0,2,33,0,162,149,57
1,1,0,43,0,0,0,0
0,0,2,44,0,0,0,0
2,1,2,28,0,0,177,0
2,1,0,37,0,0,0,0
2,0,2,55,0,6438,1425,208
2,1,2,40,0,0,0,0
0,0,2,38,0,0,11,796
2,1,2,24,0,0,0,0
2,1,2,53,0,0,0,0
2,0,2,61,0,2647,0,0
0,1,2,17,0,0,0,0
0,0,2,20,0,0,0,784
0,0,2,22,0,0,0,19
2,0,2,27,0,1338,30,20
0,0,2,19,0,0,712,1
0,0,2,23,0,2,0,0
1,0,0,33,0,0,0,5252
1,0,0,26,0,53,0,3752
2,1,2,33,0,0,0,0
0,0,2,39,0,0,0,0
0,1,1,47,0,0,0,0
0,0,2,33,0,399,0,364
2,0,2,40,0,9,79,775
0,1,0,19,0,0,0,0
1,0,0,26,0,1,0,12842
1,1,2,24,0,0,0,0
1,1,2,15,0,0,177,0
0,0,0,2,0,0,0,0
0,0,0,33,0,1641,8,8
0,1,1,14,0,0,177,0
0,0,2,22,0,6,723,1923
1,0,0,45,0,64,0,1
1,0,0,58,0,0,0,2882
0,1,0,13,0,0,0,0
0,0,0,36,0,0,685,11
1,0,2,35,0,0,9,2061
0,1,1,23,0,0,0,0
1,0,2,27,0,0,0,53
0,0,2,24,0,684,87,0
1,0,2,43,0,0,13,3745
1,0,2,67,1,0,4,3560
1,1,2,29,0,0,0,0
0,0,2,28,0,0,51,0
2,1,2,18,0,0,0,0
2,1,0,35,0,0,0,0
2,0,2,22,1,1166,130,0
2,1,2,19,0,0,0,0
0,1,2,47,0,0,0,303
2,0,2,16,0,1639,142,303
2,0,2,41,0,1545,8,0
1,0,2,26,0,172,1698,109
0,1,2,37,0,0,0,0
2,0,2,26,0,493,774,9
2,0,2,21,0,1693,15,0
0,0,1,45,0,0,1320,0
0,0,2,28,0,293,0,2
0,0,2,26,0,1,7,0
0,0,2,35,0,111,271,1
1,0,0,60,0,0,0,303
0,1,2,7,0,0,0,0
2,0,0,15,0,3859,4410,0
0,0,2,26,0,1260,0,0
0,1,2,38,0,0,0,0
0,0,2,24,0,330,356,0
0,0,2,77,0,0,64,712
2,0,2,22,0,446,1630,0
2,0,2,22,0,1127,2451,96
2,0,2,20,0,1481,2183,24
2,0,2,47,0,1696,48,0
2,1,2,25,0,0,0,0
2,1,2,9,0,0,0,0
2,0,2,19,0,1954,508,0
0,0,2,44,0,0,574,1788
1,0,2,41,1,0,0,6386
0,1,2,53,0,0,0,0
1,1,2,27,0,0,0,0
0,0,2,20,0,43,9,707
0,1,0,23,0,0,0,0
2,0,2,20,0,0,0,0
2,0,1,28,0,75,1094,28
0,0,1,51,0,0,0,0
0,0,2,22,0,219,0,175
0,1,0,36,0,0,0,303
0,0,2,18,0,0,0,716
0,0,1,19,0,6,936,0
0,0,2,17,0,219,16,4
0,0,2,29,0,47,16,3762
0,0,2,18,0,1,714,0
2,0,2,22,0,930,45,6307
2,0,0,43,0,209,188,6
0,0,1,24,0,0,93,506
2,0,2,25,0,1253,379,966
0,0,2,20,0,2,7,0
0,1,2,23,0,0,0,0
0,0,2,32,0,0,8,0
1,0,2,51,0,0,0,4467
1,0,2,22,0,1,2718,217
0,0,1,22,0,674,0,11
0,0,1,30,0,37,1,472
0,0,2,23,0,337,0,884
0,0,2,61,0,5,0,47
0,0,2,24,0,0,0,0
0,0,2,19,0,0,0,77
0,0,2,27,0,0,2751,684
1,0,2,29,1,0,0,0
1,1,0,55,0,0,0,0
1,0,2,26,0,0,0,628
0,1,0,58,0,0,0,0
1,1,0,60,0,0,0,0
1,1,2,13,0,0,0,0
1,0,0,39,1,0,0,2287
1,1,0,35,0,0,0,0
0,0,2,21,0,0,0,922
0,0,2,37,0,1,1072,0
0,1,1,31,0,0,0,0
0,0,2,20,0,136,15,419
2,0,2,27,0,1023,245,734
2,1,2,40,0,0,0,0
2,1,2,28,0,0,0,0
1,0,0,36,0,0,0,10232
0,0,2,19,0,0,223,0
0,0,1,22,0,0,282,407
0,0,2,15,0,28,806,0
0,0,0,18,0,67,1188,667
1,0,2,25,0,55,5,3769
1,1,2,62,0,0,0,0
0,0,2,53,0,42,0,25
0,0,0,28,0,496,2,205
0,0,2,19,0,1194,21,0
0,1,1,21,0,0,0,0
0,0,2,20,0,82,69,94
1,0,0,56,0,977,0,3744
1,0,0,64,0,0,9,0
1,1,2,28,0,0,0,0
1,0,2,36,0,3635,0,3
2,0,2,51,0,914,2,0
0,1,1,16,0,0,177,0
0,1,0,21,0,0,0,0
0,0,0,50,0,793,0,1
0,0,2,0,0,0,0,0
0,0,2,34,0,1043,70,744
0,1,2,3,0,0,0,0
0,1,1,11,0,0,0,0
0,1,1,5,0,0,0,0
0,0,2,47,0,1,0,302
0,1,2,1,0,0,0,0
0,1,2,0,0,0,0,0
0,0,2,23,0,0,737,309
1,0,2,27,0,0,23,220
0,0,2,46,0,48,0,0
0,0,2,34,0,270,56,549
0,0,0,2,0,0,0,0
0,1,2,11,0,0,0,0
0,0,0,1,0,0,0,0
0,1,2,13,0,0,0,0
0,0,2,41,0,0,50,1317
0,0,0,11,0,0,0,0
2,1,2,52,0,0,0,0
2,1,2,15,0,0,0,0
0,1,2,58,0,0,0,303
0,0,2,23,0,0,0,1
0,0,2,34,0,0,0,0
0,0,2,9,0,0,0,0
0,0,2,25,0,12,0,1045
1,1,0,38,0,0,0,0
1,0,0,42,1,0,76,2140
1,0,2,40,0,219,0,0
1,0,2,18,0,244,0,2675
2,0,2,42,0,1853,37,0
2,0,2,40,0,1114,193,0
0,0,2,28,0,0,949,0
1,0,2,56,0,0,0,0
0,0,2,22,0,9,485,0
2,0,2,39,0,0,0,0
0,1,0,35,0,0,0,0
0,0,2,36,0,504,0,87
2,0,2,34,0,1604,1,0
0,0,2,22,0,768,0,0
0,1,2,21,0,0,0,0
1,0,2,16,0,7,0,28
1,0,2,35,0,0,32,0
2,0,2,19,0,89,453,686
1,1,2,36,0,0,0,0
1,0,0,32,0,0,0,21
1,0,2,69,0,0,0,1966
1,1,0,44,0,0,0,0
1,1,0,34,0,0,0,0
1,0,2,35,0,0,0,720
0,0,2,25,0,0,0,9
0,1,2,3,0,0,0,0
0,0,1,12,0,0,0,0
0,0,2,3,0,0,0,0
0,0,2,13,0,1014,917,0
0,0,2,26,0,0,855,0
0,1,1,2,0,0,0,0
2,0,2,25,0,883,266,0
2,1,2,19,0,0,0,0
0,1,0,33,0,0,0,303
