HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa,Transported
1,0,0,28,0,0,741,3733,1
1,1,2,41,0,0,0,0,1
1,1,0,25,0,0,0,0,1
0,0,1,26,0,93,469,0,1
0,0,2,27,0,485,921,0,0
0,0,2,22,0,38,80,47,1
1,0,0,62,0,320,756,4996,0
1,0,2,58,0,2,14,2,0
0,0,2,37,0,0,0,311,0
0,0,2,54,0,701,171,8,0
0,0,2,26,0,0,0,702,0
1,1,0,44,0,0,0,0,1
1,1,2,34,0,0,0,0,1
0,1,2,47,0,0,0,0,1
1,0,2,27,1,0,173,80,1
1,1,0,22,0,0,0,0,1
0,1,2,46,0,224,0,0,1
0,0,2,29,0,0,885,0,1
0,0,0,43,0,485,136,48,0
0,0,2,42,0,0,32,772,0
0,0,2,39,0,0,13,0,1
2,0,2,30,0,616,185,210,0
2,0,2,43,0,2318,647,81,1
0,1,2,19,0,0,0,0,0
2,1,2,26,0,0,0,0,1
2,0,2,46,0,171,1257,5,1
0,0,2,3,0,0,0,0,1
0,1,0,21,0,0,0,0,1
0,0,2,1,0,0,0,0,1
0,0,2,22,0,0,0,10,0
1,1,0,27,0,0,0,0,1
1,1,0,28,0,0,0,0,1
2,0,1,36,0,241,670,0,0
0,0,2,19,0,26,470,0,0
1,1,0,18,0,0,173,0,1
1,0,0,47,0,0,173,85,0
1,0,2,18,0,20,0,0,0
0,0,2,6,0,0,0,0,1
0,0,2,20,0,0,1,0,0
2,0,2,18,0,262,1127,4225,0
0,0,2,37,0,0,0,219,0
0,0,2,22,0,12,802,58,0
2,0,2,37,0,20,2559,20,1
0,0,0,6,0,0,0,311,0
0,0,2,36,0,3,435,8,0
0,0,0,46,0,426,0,0,0
0,0,2,75,0,0,1224,311,0
0,0,2,37,0,0,70,360,0
0,1,2,22,0,0,173,0,1
0,0,1,33,0,270,1,311,0
2,0,2,35,0,174,381,0,0
1,0,0,19,0,0,0,0,0
1,0,0,34,0,0,173,3028,0
0,0,2,23,0,1010,33,10,1
0,0,0,37,0,1508,0,1,0
0,0,0,24,0,1367,1,0,0
1,0,2,54,1,0,0,4463,0
2,0,0,52,0,1377,32,22,1
0,1,2,60,0,0,0,0,0
1,0,2,1,0,0,0,0,1
1,0,2,28,0,0,0,0,1
1,0,2,22,0,0,3,676,0
1,0,0,27,0,0,0,75,1
1,1,0,48,0,0,0,0,1
1,0,0,47,0,1320,4,24,0
1,1,2,25,0,0,0,0,1
1,0,0,49,0,9,95,1249,0
1,0,2,33,0,0,1,9124,0
1,0,2,67,0,0,0,599,1
0,1,1,5,0,0,0,0,0
1,1,0,60,0,0,0,0,1
1,1,2,56,0,0,0,0,1
1,0,2,59,0,0,0,4085,0
1,1,2,44,0,0,0,0,1
0,0,2,33,0,0,1,66,0
0,1,2,28,0,0,173,0,0
2,0,2,29,0,1365,791,210,0
0,1,2,13,0,0,0,0,0
1,1,0,34,0,0,0,0,1
0,1,1,45,0,0,0,0,1
0,0,2,39,0,0,0,454,0
0,0,2,18,0,128,626,0,0
0,1,1,57,0,0,0,0,0
0,0,0,28,0,0,0,21,0
0,1,1,25,0,0,0,0,1
0,1,1,22,0,0,0,0,0
1,0,2,32,0,0,388,892,1
2,1,2,29,0,0,0,0,1
0,0,2,21,0,556,20,1589,0
2,0,2,16,0,0,0,0,0
1,1,0,45,0,0,0,0,1
1,0,2,44,1,1409,17,1452,0
0,1,0,27,0,0,0,0,1
0,0,2,26,0,14,0,857,0
2,0,2,46,0,1290,57,0,0
0,0,1,24,0,0,648,0,0
0,0,2,15,0,0,0,0,1
0,1,1,53,0,0,0,0,0
0,0,0,28,0,613,0,0,0
0,1,2,11,0,0,0,0,1
0,1,2,7,0,0,0,0,0
0,1,1,0,0,0,0,0,1
0,1,0,15,0,0,0,0,1
0,0,0,31,0,1,2,605,0
0,0,2,9,0,224,0,0,0
1,0,0,44,1,0,78,1418,0
0,0,2,35,0,0,0,0,0
0,0,2,30,0,27,86,311,1
0,0,0,13,0,880,0,0,0
2,0,2,45,1,773,0,6,0
2,1,2,4,0,0,0,0,1
2,1,2,21,0,0,0,0,1
0,0,2,20,0,0,994,215,0
0,1,2,24,0,0,0,0,1
0,1,1,3,0,0,0,0,0
0,0,2,29,0,0,792,0,1
1,0,2,28,0,2416,41,1,1
0,0,2,44,0,0,6,864,1
1,1,2,50,0,0,173,0,1
2,1,2,35,0,0,0,0,0
0,0,2,19,0,0,1,644,0
2,0,2,22,0,579,267,0,0
0,0,2,30,0,3,880,0,0
1,0,2,36,0,0,0,7818,0
2,0,2,20,0,464,1432,0,1
0,0,0,22,0,0,659,94,1
0,0,0,22,0,0,0,0,0
1,1,1,32,0,0,0,0,1
0,0,2,35,0,194,678,0,0
0,0,0,41,0,0,0,1324,0
0,1,2,57,0,0,0,0,0
0,1,1,3,0,0,0,0,0
0,0,0,11,0,0,0,0,1
0,0,2,4,0,0,0,0,1
0,1,2,17,0,0,0,311,0
0,0,2,30,0,0,0,0,0
0,1,2,11,0,0,0,0,1
2,0,2,23,0,1773,78,0,0
0,0,2,58,0,224,0,690,1
0,0,2,22,0,0,0,676,0
0,0,2,24,0,0,173,59,0
0,0,2,20,0,768,0,1,0
0,1,2,37,0,0,0,0,1
0,0,2,49,0,712,0,0,0
0,0,2,46,0,0,0,287,0
0,0,2,30,0,854,30,0,0
0,0,0,36,0,0,0,0,0
0,0,2,21,0,0,44,0,0
2,0,2,25,1,854,319,0,0
0,1,1,42,0,0,0,0,1
0,1,2,13,0,0,173,0,0
0,0,2,25,0,7,0,877,0
1,0,2,29,0,0,7,2650,0
1,1,2,17,0,0,0,0,1
1,0,0,36,0,828,130,47,1
0,1,2,44,0,0,0,0,1
2,1,2,18,0,0,0,0,1
0,0,0,22,0,292,0,0,0
0,1,2,22,0,0,0,0,1
0,1,2,43,0,0,173,0,1
0,0,2,29,0,19,17,311,1
0,1,2,24,0,0,0,0,1
0,1,1,18,0,0,0,0,1
1,0,2,42,0,0,2,3133,0
0,0,2,43,0,9,1079,0,0
0,0,2,32,0,11,0,836,0
0,1,2,15,0,0,0,0,1
2,0,2,22,0,0,0,0,1
0,1,2,20,0,0,0,0,0
0,0,2,34,0,34,1559,0,1
2,1,2,70,0,0,0,0,1
2,1,2,18,0,0,0,0,1
1,1,2,26,0,0,0,0,1
0,0,2,17,0,112,332,0,0
0,0,2,13,0,0,0,566,0
0,0,2,19,0,0,79,311,0
1,1,2,32,0,0,0,311,1
0,0,2,33,0,4,28,0,0
0,0,2,21,0,759,0,311,0
2,1,2,23,0,0,0,0,1
0,0,2,24,0,227,13,0,1
0,0,0,17,0,0,493,0,0
2,1,2,34,0,0,0,0,1
0,0,2,31,0,1458,76,0,0
0,0,0,43,0,6,3,448,0
0,0,2,43,0,602,27,89,0
0,0,2,33,0,0,661,0,1
2,1,2,28,0,0,0,0,1
2,1,2,27,0,0,0,0,0
2,1,2,7,0,0,0,0,1
0,1,1,16,0,0,0,0,0
0,0,0,42,0,526,28,161,0
2,1,2,27,0,0,0,0,1
0,0,2,19,0,0,0,157,0
2,0,2,42,0,554,1168,0,0
0,1,1,13,0,0,0,0,0
0,1,2,16,0,0,0,0,1
0,0,2,21,0,31,578,0,1
0,1,1,28,0,0,0,0,1
0,1,2,69,0,0,0,0,0
0,1,1,15,0,0,0,0,0
0,0,2,48,0,58,12,311,0
0,0,2,42,0,224,61,897,0
2,0,2,42,0,999,49,0,0
0,0,2,23,0,139,0,567,0
0,0,2,26,0,0,0,543,0
0,0,2,45,0,0,450,94,0
0,0,2,30,0,756,30,0,0
2,1,2,36,0,0,173,0,1
1,0,2,28,0,0,0,3573,0
0,0,2,35,0,0,1,0,0
1,1,2,21,0,0,0,0,1
1,1,0,50,0,0,0,0,1
0,1,2,52,0,0,0,0,0
0,1,1,21,0,0,0,0,0
0,0,0,41,0,682,0,0,0
0,0,0,35,0,2594,0,0,0
0,0,2,26,0,552,30,0,0
0,0,2,17,0,584,54,0,0
2,0,2,69,0,4483,525,0,0
1,1,2,27,0,0,0,0,1
0,0,1,25,0,2,552,0,0
2,1,2,27,0,0,0,0,1
0,0,2,25,0,64,0,660,0
0,0,0,36,0,0,0,33,0
0,0,2,14,0,148,34,808,0
1,1,0,27,0,0,0,0,1
0,0,2,22,0,272,0,1064,0
0,0,2,24,0,873,1,0,0
2,0,2,28,0,311,745,232,0
2,0,2,4,0,0,0,0,1
0,0,2,19,0,0,291,481,0
0,0,2,19,0,0,4,541,0
0,0,0,38,0,0,46,11001,0
1,1,0,39,0,0,0,0,1
1,0,0,23,0,36,0,381,0
1,1,0,57,0,0,0,0,1
1,1,2,18,0,0,0,0,1
0,0,2,43,0,0,1145,0,0
2,0,2,28,0,34,1342,91,1
1,0,0,33,0,0,0,2788,0
1,1,0,37,0,0,0,0,1
0,0,2,28,0,0,0,656,0
1,0,0,28,1,2,0,435,0
1,1,0,18,0,0,0,0,1
0,0,0,29,0,75,0,211,0
1,1,2,29,0,0,0,0,1
1,1,0,28,0,0,0,0,1
0,0,2,24,0,172,344,0,1
1,0,2,59,0,0,0,285,0
2,1,2,43,0,0,0,0,0
2,1,2,20,0,0,0,0,1
1,1,0,23,0,0,173,0,1
1,1,0,27,0,0,0,311,1
1,1,0,38,0,0,0,0,1
0,1,1,38,0,0,0,0,1
2,0,2,48,0,639,110,0,1
2,0,2,25,0,1734,189,1,0
0,1,1,25,0,0,0,0,1
2,0,2,24,0,737,1682,0,0
2,1,2,69,0,0,0,0,1
1,0,0,20,0,0,0,311,0
1,1,0,18,0,0,0,0,1
0,1,2,28,0,0,0,0,0
0,0,1,23,0,0,292,35,1
2,0,2,24,0,345,451,0,0
1,0,2,44,0,0,127,1555,0
2,0,2,29,0,834,28,117,0
1,0,0,6,0,0,0,0,1
1,0,2,42,0,41,0,1899,0
0,1,0,78,0,0,0,0,0
0,0,2,36,0,548,24,0,0
1,0,0,37,0,0,0,1402,0
1,0,0,41,0,0,2,2835,1
0,0,2,18,0,852,0,7,0
2,0,2,62,0,1663,23,2,0
2,0,2,0,0,0,0,0,1
2,0,2,55,0,1281,7,1,0
0,1,2,16,0,0,0,0,1
0,0,2,32,0,238,3,2,0
0,0,2,19,0,0,4,0,1
0,0,0,7,0,0,0,0,1
0,0,0,4,0,0,0,0,1
1,1,2,30,0,0,0,0,1
1,1,0,24,0,0,0,0,1
1,1,2,34,0,0,0,0,1
1,1,2,30,0,0,0,0,1
2,0,2,3,0,0,0,0,1
2,0,2,32,0,0,0,0,1
2,0,2,55,0,403,922,0,1
2,1,2,0,0,0,0,0,1
1,0,2,51,0,0,0,2549,0
0,1,1,0,0,0,0,0,1
0,0,2,21,0,882,0,311,0
0,0,2,2,0,0,0,0,0
0,0,2,19,0,194,0,549,0
2,1,2,24,0,0,0,0,1
2,0,2,20,0,2502,96,0,0
1,0,2,42,0,2,0,89,1
2,1,2,17,0,0,0,0,1
2,0,2,32,0,598,138,0,0
0,0,2,28,0,145,557,0,1
1,1,0,21,0,0,0,0,1
1,1,0,56,1,0,0,0,1
1,1,0,28,0,0,0,0,1
0,0,2,42,0,10,12,0,0
0,0,2,18,0,1153,0,1409,0
0,0,2,24,0,19,0,26,0
0,0,2,20,0,496,16,0,0
0,0,2,22,0,26,0,0,0
0,0,2,22,0,98,46,641,0
0,0,1,21,0,0,173,0,0
0,0,2,28,0,4,743,0,1
1,1,2,26,0,0,0,0,1
1,1,0,50,0,0,0,0,1
1,0,2,26,0,0,0,3508,0
1,0,2,30,1,0,0,673,0
1,1,2,29,0,0,0,0,1
0,0,2,8,0,0,0,0,0
0,0,2,45,0,406,285,0,0
0,1,1,35,0,0,0,0,1
0,0,1,18,0,9,0,201,0
0,0,2,23,0,0,0,568,0
2,0,2,29,1,803,0,58,0
2,0,2,18,0,1102,2628,0,0
0,0,2,28,0,804,13,0,0
1,1,2,34,0,0,0,0,1
2,0,0,0,0,0,0,0,1
2,0,2,4,0,0,0,0,1
2,0,2,28,0,938,0,53,0
2,0,2,8,0,0,0,0,1
2,0,2,20,0,59,1646,1657,0
2,1,2,20,0,0,0,0,1
2,1,2,25,0,0,0,0,1
0,0,0,31,0,995,1213,0,0
2,0,2,37,0,27,1131,0,0
0,1,2,21,0,0,0,0,0
2,1,2,24,0,0,0,0,1
2,1,2,34,0,0,0,0,0
2,0,0,0,0,0,0,0,1
2,1,2,25,0,0,0,0,0
2,1,0,43,0,0,0,0,1
0,0,2,28,0,900,0,0,0
0,0,2,45,0,10,801,73,0
1,1,2,63,0,0,0,0,1
1,1,2,17,0,0,0,0,1
1,0,0,35,0,0,2,445,1
1,0,2,12,0,0,0,0,1
0,1,1,28,0,0,0,0,1
0,0,2,17,0,0,0,0,0
0,0,1,32,0,59,469,0,0
0,1,2,23,0,0,0,0,1
0,0,0,17,0,2000,0,0,0
0,0,0,34,0,492,13,55,0
0,0,2,15,0,0,875,3,0
0,1,2,14,0,0,0,0,1
0,0,2,22,0,0,271,0,0
0,0,2,19,0,232,479,0,0
0,0,1,40,0,0,5,454,0
1,1,0,25,0,0,0,0,1
1,0,0,51,0,0,0,2085,0
0,0,2,22,0,91,0,17,0
2,1,0,50,0,0,0,0,1
0,0,0,26,0,0,0,0,0
2,1,2,39,0,0,0,0,1
2,0,2,18,0,1867,29,72,1
0,0,2,22,0,224,137,671,0
0,0,2,26,0,0,0,759,0
0,0,2,19,0,0,0,0,0
0,1,1,16,0,0,0,0,0
0,0,2,24,0,0,17,0,0
0,0,1,34,0,122,6,739,0
1,0,2,55,0,0,1558,3,1
1,0,2,42,0,3,0,10860,0
1,1,2,14,0,0,0,0,1
1,0,0,28,0,0,0,839,1
1,1,0,26,0,0,0,0,1
1,0,0,33,0,0,1795,712,0
0,0,2,24,0,0,0,636,0
0,0,2,23,0,490,0,6,0
2,0,2,16,0,46,1994,0,0
0,1,2,36,0,0,0,0,0
1,1,0,44,0,0,0,0,1
0,0,2,22,0,0,670,0,1
0,1,2,30,0,0,0,0,0
0,0,2,20,0,0,1,686,0
0,0,2,21,0,366,795,132,0
2,0,2,14,0,224,0,0,1
0,0,2,27,0,0,173,2,0
0,0,2,19,0,1,0,750,0
0,1,2,21,0,0,0,0,1
2,0,0,28,0,1722,937,0,0
0,0,0,13,0,0,0,4,1
2,1,1,71,0,0,0,0,1
2,1,2,28,0,0,0,0,0
2,0,0,18,0,1874,260,0,0
0,0,0,23,0,29,1,2838,0
0,0,0,34,0,0,0,87,0
0,0,2,20,0,4,0,15,0
0,0,0,17,0,0,0,56,0
0,0,1,21,0,970,213,8,0
1,0,2,33,0,0,3813,0,1
1,0,0,34,0,3551,1865,90,1
1,0,2,51,0,0,0,1367,0
0,0,2,21,0,0,0,10,1
0,1,2,28,0,0,0,0,0
0,0,2,31,0,880,0,8,0
1,0,2,36,0,2,0,4,1
1,0,2,39,0,0,0,13208,0
0,0,2,26,0,886,0,0,0
0,0,2,51,0,0,0,43,1
0,0,2,24,0,13,0,0,0
0,0,0,27,0,339,116,160,1
0,0,2,31,0,0,1,559,0
0,0,2,24,0,0,21,0,0
1,0,2,57,0,0,0,72,0
1,0,0,36,1,11,0,210,0
1,0,2,55,0,0,0,263,0
1,1,0,28,0,0,0,0,0
2,0,2,18,0,947,4,4,0
2,0,2,27,0,1893,4,0,0
1,0,2,50,0,0,0,153,0
0,0,2,24,0,45,1,0,0
0,1,1,20,0,0,0,0,1
0,1,2,24,0,0,0,0,1
0,0,2,18,0,0,0,0,0
0,0,2,44,0,1178,348,0,0
1,1,0,27,0,0,0,0,1
1,0,2,58,0,1113,0,194,1
1,1,1,29,0,0,0,0,1
0,0,1,23,0,3,37,0,1
2,1,2,3,0,0,0,0,1
2,0,2,0,0,0,0,0,1
2,0,2,33,0,361,381,1622,0
2,0,2,12,0,0,0,0,1
1,1,2,44,0,0,0,0,1
0,1,2,20,0,0,0,0,1
0,0,0,59,0,269,0,0,0
0,0,2,18,0,130,13,191,0
1,1,2,72,0,0,0,0,1
0,0,1,23,0,171,1,30,0
0,0,2,11,0,0,0,0,0
0,1,2,1,0,0,0,0,1
0,0,1,25,0,21,55,0,0
2,1,0,25,0,0,0,0,1
1,1,2,24,0,0,0,0,1
1,0,2,54,0,0,0,0,1
2,1,0,17,0,0,0,0,1
2,0,2,48,0,1200,38,48,0
0,0,2,40,0,0,362,272,0
0,1,2,2,0,0,0,0,0
0,0,2,32,0,0,11,784,0
0,1,2,15,0,0,0,0,1
0,1,2,52,0,0,0,0,1
0,0,2,16,0,0,0,1674,0
0,1,2,16,0,0,0,0,1
0,1,0,16,0,0,0,0,1
0,0,0,6,0,0,0,0,0
2,0,2,10,0,0,0,0,1
2,0,2,27,1,1709,24,0,0
1,0,0,45,0,0,0,281,1
1,0,2,26,0,2381,0,0,0
2,0,2,29,0,1049,0,0,0
0,1,1,38,0,0,0,311,1
0,0,2,19,0,1,0,254,1
2,0,2,43,0,471,133,2,0
0,0,2,15,0,746,2,0,0
2,0,2,31,0,1511,310,0,0
2,0,2,52,0,758,356,5,0
2,0,2,49,0,0,0,0,1
0,0,0,29,0,143,0,0,1
0,0,2,18,0,600,0,179,1
2,1,2,41,0,0,0,0,1
0,0,2,9,0,0,0,0,0
0,1,1,28,0,0,0,0,0
0,0,2,58,0,0,0,758,1
0,0,1,39,0,0,0,0,0
0,0,2,13,0,911,0,74,0
1,1,0,36,0,0,0,0,1
2,0,0,23,0,253,0,888,0
0,1,1,24,0,224,0,0,1
0,0,2,33,0,0,170,14,0
0,0,2,18,0,0,0,0,0
0,1,2,2,0,0,0,0,0
0,1,2,0,0,0,0,0,1
0,0,2,36,0,625,260,0,0
0,0,0,15,0,254,10,180,0
0,0,2,31,0,91,0,0,1
0,0,2,42,0,0,213,166,1
2,0,2,27,0,1502,0,0,0
0,0,2,36,0,123,173,7,1
0,0,2,0,0,0,0,0,0
0,1,2,3,0,0,0,0,0
0,0,1,22,0,0,192,0,0
0,0,2,56,0,0,0,96,0
0,0,2,23,0,0,0,757,0
2,0,2,25,0,314,648,92,0
0,0,2,29,0,3,3,0,0
0,0,2,17,0,0,31,0,0
0,0,2,13,0,412,0,0,0
2,0,2,35,0,2301,414,311,1
2,1,0,53,0,224,0,0,1
0,0,2,24,0,14,0,0,0
0,1,2,38,0,0,0,0,0
1,1,0,21,0,0,0,0,1
1,0,0,29,0,2,0,2864,0
0,0,2,46,0,0,1661,52,1
1,1,2,58,0,224,0,0,1
0,0,1,53,0,0,0,195,1
0,0,0,21,0,13,1098,64,0
0,1,1,27,0,0,0,0,0
0,1,2,31,0,0,0,0,0
1,1,0,23,0,0,0,0,1
1,0,0,41,0,0,4333,1313,0
1,0,2,29,0,3,0,674,0
1,0,0,54,0,0,0,4689,0
1,0,0,43,0,0,660,10,1
0,1,1,36,0,0,0,0,1
0,0,2,48,0,784,0,0,1
1,0,2,34,0,10,15,3,1
1,0,2,42,0,0,0,2622,0
0,0,0,17,0,0,0,863,0
0,0,2,22,0,0,0,0,0
1,0,2,37,0,6,173,54,0
1,1,0,38,0,0,0,0,1
0,0,2,21,0,3,0,881,0
0,1,1,23,0,0,0,0,1
1,0,2,27,0,1,0,13104,0
0,0,2,23,0,18,0,0,1
0,0,2,19,0,0,366,268,0
2,0,2,28,0,948,64,170,0
0,0,2,33,0,0,154,22,0
0,1,1,24,0,0,0,0,0
0,1,2,0,0,0,0,0,1
0,1,2,41,0,0,0,0,1
0,1,2,19,0,0,0,0,0
0,0,2,44,0,0,0,0,0
2,0,0,43,0,803,384,120,1
0,1,2,14,0,0,0,0,1
0,1,1,18,0,0,0,0,1
0,0,2,25,0,237,910,0,0
2,0,2,0,0,0,0,0,1
2,1,0,4,0,0,0,0,1
2,0,2,24,0,165,981,2,1
0,0,2,38,0,77,0,0,0
0,1,2,44,0,0,0,0,1
0,1,0,57,0,0,0,0,1
0,1,0,3,0,0,173,0,1
0,0,2,5,0,0,0,0,0
0,1,0,3,0,0,0,0,1
0,1,2,18,0,0,0,0,1
0,1,2,8,0,0,0,0,0
2,1,2,21,0,0,0,0,1
1,1,0,35,0,0,0,0,1
2,0,2,47,0,0,0,0,1
1,0,0,28,0,1581,0,18,0
1,0,2,49,0,20,174,3538,0
1,0,2,23,0,0,0,495,1
1,0,2,19,0,0,0,2085,0
0,0,2,34,0,0,23,0,0
1,0,2,40,1,0,0,2205,1
1,0,0,26,1,0,173,548,0
0,0,1,23,0,0,173,3,0
2,0,2,22,0,0,0,0,0
1,0,2,51,0,1,0,146,1
0,0,0,44,0,672,0,0,0
2,0,2,50,0,357,657,0,0
0,1,2,28,0,0,0,0,1
0,1,2,13,0,0,0,0,1
0,0,2,21,0,33,0,461,0
0,0,2,20,0,56,111,0,1
0,0,0,14,0,0,14,692,0
1,0,0,38,0,0,0,311,0
0,0,1,29,0,631,0,40,0
1,1,2,36,0,0,0,0,1
1,1,2,16,0,0,0,0,1
1,1,2,40,0,0,0,0,1
1,1,0,28,0,0,0,0,1
0,0,1,18,0,154,77,1053,1
0,0,2,17,0,5,0,0,1
2,1,2,32,0,0,0,0,1
0,0,2,27,0,0,49,0,0
2,0,2,34,0,2904,7,0,0
2,0,2,53,0,520,442,0,1
1,1,2,36,1,0,0,0,1
2,0,2,41,0,71,1617,31,0
2,0,2,51,0,819,92,38,0
0,1,1,61,0,0,0,0,1
0,0,2,59,0,0,1,920,1
1,1,2,17,0,0,0,311,1
1,1,2,27,0,0,0,0,1
0,0,1,57,0,0,0,30,1
2,0,0,39,0,2127,23,0,0
1,1,0,55,0,0,0,0,1
0,0,2,42,0,173,0,0,0
0,0,2,36,0,418,7,338,0
2,0,2,42,0,44,3648,0,1
0,1,1,32,0,0,0,0,0
0,0,0,6,0,0,0,0,0
0,1,2,15,0,0,0,0,0
0,0,2,28,0,0,1282,0,1
2,0,2,37,0,912,0,311,0
0,0,2,44,0,0,744,62,0
2,0,2,71,1,901,1698,0,0
1,0,2,44,0,0,0,3,0
1,1,2,36,0,0,0,0,1
0,0,2,18,0,4,0,0,0
0,0,1,3,0,0,0,0,1
0,1,0,12,0,0,0,0,0
0,1,0,0,0,0,0,0,1
0,0,2,29,0,0,0,0,0
0,0,2,9,0,0,0,0,0
0,0,0,27,0,688,779,0,0
0,0,1,24,0,0,443,244,0
0,0,2,38,0,1,288,0,1
2,0,2,28,0,523,0,970,0
2,1,2,26,0,0,0,0,1
0,0,2,16,0,0,0,300,0
0,0,1,24,0,224,25,311,1
0,0,2,33,0,123,0,0,0
0,0,0,24,0,489,173,0,0
0,0,2,29,0,1,133,104,0
0,0,2,25,0,0,2005,0,1
0,0,2,0,0,0,0,0,0
0,0,2,13,0,649,0,124,0
0,1,0,7,0,0,0,0,0
0,0,1,32,0,0,736,0,0
2,1,2,34,0,0,0,0,0
2,0,2,49,0,21,1509,0,0
2,0,2,43,0,13,315,0,1
2,0,2,0,0,0,0,0,1
2,1,2,6,0,224,0,0,1
0,0,2,23,0,0,569,0,1
2,0,2,43,0,336,796,15,1
2,1,0,23,0,0,0,0,1
2,0,2,43,0,828,545,107,0
2,1,0,41,0,0,0,0,1
1,0,0,54,1,0,2,19,0
1,1,2,51,0,0,173,0,1
1,1,2,44,0,0,0,0,1
0,1,1,48,0,0,0,0,1
0,0,2,45,0,224,0,857,0
0,0,1,20,0,0,0,0,0
1,0,2,33,0,0,0,6841,0
0,0,2,21,0,15,11,2,0
1,1,2,68,0,0,0,0,1
0,0,1,23,0,5,363,7,1
0,0,2,16,0,24,13,717,0
0,0,2,35,0,198,97,30,0
0,1,2,22,0,0,0,0,0
0,0,2,51,0,214,16,569,0
0,0,1,2,0,224,0,0,0
0,1,0,29,0,0,0,0,0
0,0,2,0,0,0,0,0,1
0,1,0,39,0,0,0,0,1
1,0,2,55,0,0,77,577,1
0,1,2,22,0,0,0,311,0
0,0,2,20,0,310,374,0,0
0,0,0,25,0,0,0,2,1
0,0,0,18,0,235,101,0,1
0,0,1,28,0,3,0,0,0
0,0,2,26,0,1822,4,107,0
0,0,1,28,0,1,933,614,0
0,0,2,54,0,224,0,0,0
0,0,2,56,0,0,0,724,0
2,0,2,25,0,1228,132,0,0
1,0,2,26,0,2050,0,270,0
0,0,2,14,0,0,709,258,0
0,0,2,21,0,2,323,0,1
0,1,2,43,0,0,0,0,1
0,0,2,37,0,221,32,38,0
0,0,2,28,0,740,6,311,0
1,0,2,38,0,0,0,26,1
0,0,2,14,0,0,1441,0,1
0,0,1,20,0,0,585,0,0
1,0,2,33,0,0,0,0,0
1,1,0,33,0,0,0,0,1
0,0,2,13,0,0,31,0,1
1,0,2,37,0,0,0,4114,0
2,0,2,15,0,5711,2516,0,0
1,0,0,33,0,396,7,308,0
0,1,1,24,0,0,0,0,1
0,0,1,49,0,0,0,160,0
0,0,2,24,0,1252,173,123,0
0,0,2,24,0,173,14,0,0
1,1,0,26,0,0,0,0,1
1,1,0,40,0,0,0,0,1
0,0,0,31,0,0,2,4,0
1,0,2,47,0,0,0,124,1
0,0,2,19,0,736,0,0,0
1,0,0,38,1,0,0,425,0
1,0,0,33,0,0,2280,311,1
1,1,2,45,0,0,0,0,1
0,1,2,1,0,0,0,0,1
0,0,2,32,0,0,0,744,0
2,1,2,70,0,0,0,0,1
0,0,1,19,0,23,0,0,0
2,1,1,55,0,0,0,0,1
1,0,2,48,0,0,0,7627,0
0,0,2,66,0,1187,173,6,0
0,0,2,13,0,224,0,207,0
1,0,0,40,0,82,0,347,0
0,0,2,35,0,0,0,112,1
0,0,2,32,0,0,2,639,0
2,0,2,51,0,1644,234,157,0
1,0,2,37,0,0,0,5391,0
0,0,2,31,0,517,301,60,0
0,0,2,37,0,608,6,0,0
1,0,2,38,0,0,270,2,0
1,0,0,19,0,0,0,3154,0
2,1,2,33,0,0,0,0,1
0,0,2,19,0,0,1752,187,1
0,0,2,31,0,2,0,128,1
0,0,2,43,0,45,0,607,0
0,1,2,22,0,0,0,0,0
0,1,2,24,0,0,0,0,0
1,0,0,21,0,0,82,360,0
1,0,2,14,0,0,0,0,1
1,0,0,30,0,728,0,48,1
1,1,2,22,0,0,0,0,1
0,0,2,11,0,0,0,0,0
0,1,2,4,0,0,0,0,0
0,0,2,0,0,0,0,0,0
0,0,2,30,0,479,25,643,0
0,0,1,21,0,0,1181,0,0
1,0,2,40,0,0,0,0,0
0,0,1,57,0,506,1,178,0
2,0,2,35,0,1228,0,0,0
1,0,2,32,0,0,0,0,0
2,0,2,32,0,2616,2,5,0
0,0,2,30,0,0,301,0,0
0,0,2,69,0,577,0,0,0
0,1,2,21,0,0,0,0,0
2,1,1,17,0,0,0,0,1
2,0,2,16,0,995,6,48,0
2,1,2,25,0,0,0,311,0
1,0,2,25,0,1586,947,1,1
1,0,0,52,0,0,0,10976,0
0,0,2,13,0,578,0,306,0
0,0,2,37,0,1086,0,41,0
2,0,2,13,0,760,2,311,0
2,0,2,45,0,3309,10,0,0
2,0,2,55,0,0,0,0,0
0,0,2,22,0,664,0,65,0
0,0,2,39,0,0,0,1745,0
2,0,2,35,0,741,31,0,0
0,1,1,19,0,0,0,0,1
0,1,2,7,0,0,0,0,1
0,0,2,19,0,1,0,450,0
0,1,2,21,0,0,0,0,1
1,0,0,37,0,0,1650,356,1
0,0,2,35,0,1609,0,0,0
0,1,2,22,0,0,0,0,1
0,0,2,62,0,379,0,7,0
0,1,2,41,0,0,0,0,1
1,1,2,16,0,224,0,0,1
1,0,2,26,0,0,8,21,0
2,1,2,36,0,0,0,0,1
0,1,1,28,0,0,0,0,1
0,0,0,22,0,35,36,581,0
0,0,2,40,0,0,0,822,0
1,0,0,50,0,0,0,1784,1
1,1,2,57,0,0,0,0,1
0,0,1,15,0,1,1793,0,1
1,0,0,23,0,0,0,1497,0
2,1,0,60,0,0,0,0,1
0,0,2,73,0,0,0,153,0
